,Date,Ticker,Adj Close,Close,High,Low,Open,Volume
0,2019-10-01 00:00:00+00:00,BBCA.JK,5426.91455078125,6040.0,6065.0,6010.0,6010.0,40057000
1,2019-10-02 00:00:00+00:00,BBCA.JK,5435.89892578125,6050.0,6070.0,6010.0,6010.0,52376500
2,2019-10-03 00:00:00+00:00,BBCA.JK,5426.91455078125,6040.0,6045.0,5950.0,6010.0,50269000
3,2019-10-04 00:00:00+00:00,BBCA.JK,5431.40673828125,6045.0,6065.0,5980.0,5980.0,56890500
4,2019-10-07 00:00:00+00:00,BBCA.JK,5453.86962890625,6070.0,6080.0,6050.0,6070.0,56705500
5,2019-10-08 00:00:00+00:00,BBCA.JK,5480.82373046875,6100.0,6100.0,6015.0,6080.0,46997500
6,2019-10-09 00:00:00+00:00,BBCA.JK,5453.86962890625,6070.0,6100.0,6050.0,6100.0,41496500
7,2019-10-10 00:00:00+00:00,BBCA.JK,5489.80908203125,6110.0,6110.0,6020.0,6020.0,65806500
8,2019-10-11 00:00:00+00:00,BBCA.JK,5503.2861328125,6125.0,6155.0,6080.0,6080.0,40863500
9,2019-10-14 00:00:00+00:00,BBCA.JK,5570.67236328125,6200.0,6200.0,6130.0,6130.0,37514500
10,2019-10-15 00:00:00+00:00,BBCA.JK,5548.2109375,6175.0,6190.0,6145.0,6190.0,40935000
11,2019-10-16 00:00:00+00:00,BBCA.JK,5584.1494140625,6215.0,6215.0,6175.0,6200.0,65776500
12,2019-10-17 00:00:00+00:00,BBCA.JK,5494.30078125,6115.0,6210.0,6105.0,6185.0,45666500
13,2019-10-18 00:00:00+00:00,BBCA.JK,5534.7333984375,6160.0,6170.0,6140.0,6160.0,41008500
14,2019-10-21 00:00:00+00:00,BBCA.JK,5588.642578125,6220.0,6255.0,6185.0,6200.0,59971500
15,2019-10-22 00:00:00+00:00,BBCA.JK,5660.52197265625,6300.0,6300.0,6225.0,6270.0,67259500
16,2019-10-23 00:00:00+00:00,BBCA.JK,5638.060546875,6275.0,6305.0,6260.0,6300.0,62219000
17,2019-10-24 00:00:00+00:00,BBCA.JK,5660.52197265625,6300.0,6320.0,6270.0,6290.0,73101000
18,2019-10-25 00:00:00+00:00,BBCA.JK,5570.67236328125,6200.0,6325.0,6175.0,6320.0,61929500
19,2019-10-28 00:00:00+00:00,BBCA.JK,5575.1650390625,6205.0,6250.0,6200.0,6200.0,43249500
20,2019-10-29 00:00:00+00:00,BBCA.JK,5588.642578125,6220.0,6240.0,6150.0,6205.0,79861500
21,2019-10-30 00:00:00+00:00,BBCA.JK,5629.07470703125,6265.0,6285.0,6200.0,6280.0,60738000
22,2019-10-31 00:00:00+00:00,BBCA.JK,5651.5380859375,6290.0,6300.0,6250.0,6270.0,58420500
23,2019-11-01 00:00:00+00:00,BBCA.JK,5682.9853515625,6325.0,6325.0,6275.0,6300.0,42080500
24,2019-11-04 00:00:00+00:00,BBCA.JK,5638.060546875,6275.0,6380.0,6260.0,6350.0,43794500
25,2019-11-05 00:00:00+00:00,BBCA.JK,5714.4326171875,6360.0,6360.0,6270.0,6350.0,66161500
26,2019-11-06 00:00:00+00:00,BBCA.JK,5656.02978515625,6295.0,6380.0,6295.0,6380.0,63393000
27,2019-11-07 00:00:00+00:00,BBCA.JK,5647.044921875,6285.0,6335.0,6250.0,6335.0,61972000
28,2019-11-08 00:00:00+00:00,BBCA.JK,5642.552734375,6280.0,6315.0,6250.0,6315.0,90040500
29,2019-11-11 00:00:00+00:00,BBCA.JK,5656.02978515625,6295.0,6340.0,6265.0,6335.0,70207000
30,2019-11-12 00:00:00+00:00,BBCA.JK,5629.07470703125,6265.0,6280.0,6220.0,6220.0,47635500
31,2019-11-13 00:00:00+00:00,BBCA.JK,5642.552734375,6280.0,6285.0,6265.0,6265.0,40083500
32,2019-11-14 00:00:00+00:00,BBCA.JK,5633.5673828125,6270.0,6280.0,6210.0,6265.0,37862000
33,2019-11-15 00:00:00+00:00,BBCA.JK,5638.060546875,6275.0,6290.0,6255.0,6280.0,47138000
34,2019-11-18 00:00:00+00:00,BBCA.JK,5642.552734375,6280.0,6285.0,6210.0,6245.0,65599000
35,2019-11-19 00:00:00+00:00,BBCA.JK,5674.00048828125,6315.0,6350.0,6300.0,6330.0,60115000
36,2019-11-20 00:00:00+00:00,BBCA.JK,5705.447265625,6350.0,6350.0,6255.0,6255.0,43229500
37,2019-11-21 00:00:00+00:00,BBCA.JK,5660.52197265625,6300.0,6350.0,6300.0,6350.0,57523500
38,2019-11-22 00:00:00+00:00,BBCA.JK,5665.015625,6305.0,6310.0,6270.0,6280.0,56035000
39,2019-11-25 00:00:00+00:00,BBCA.JK,5638.060546875,6275.0,6335.0,6275.0,6330.0,55133500
40,2019-11-26 00:00:00+00:00,BBCA.JK,5647.044921875,6285.0,6330.0,6270.0,6330.0,192783500
41,2019-11-27 00:00:00+00:00,BBCA.JK,5660.52197265625,6300.0,6300.0,6240.0,6270.0,58833500
42,2019-11-28 00:00:00+00:00,BBCA.JK,5615.59716796875,6250.0,6295.0,6245.0,6295.0,44248000
43,2019-11-29 00:00:00+00:00,BBCA.JK,5642.552734375,6280.0,6295.0,6225.0,6230.0,52954500
44,2019-12-02 00:00:00+00:00,BBCA.JK,5772.83447265625,6425.0,6425.0,6270.0,6280.0,49909000
45,2019-12-03 00:00:00+00:00,BBCA.JK,5727.90966796875,6375.0,6420.0,6345.0,6420.0,42823000
46,2019-12-04 00:00:00+00:00,BBCA.JK,5718.92529296875,6365.0,6400.0,6355.0,6360.0,37552000
47,2019-12-05 00:00:00+00:00,BBCA.JK,5696.4619140625,6340.0,6385.0,6330.0,6360.0,54168000
48,2019-12-06 00:00:00+00:00,BBCA.JK,5764.0634765625,6395.0,6395.0,6320.0,6340.0,69920500
49,2019-12-09 00:00:00+00:00,BBCA.JK,5764.0634765625,6395.0,6395.0,6360.0,6370.0,51667500
50,2019-12-10 00:00:00+00:00,BBCA.JK,5737.02294921875,6365.0,6400.0,6360.0,6395.0,57654000
51,2019-12-11 00:00:00+00:00,BBCA.JK,5750.54296875,6380.0,6385.0,6350.0,6365.0,48469000
52,2019-12-12 00:00:00+00:00,BBCA.JK,5714.48876953125,6340.0,6405.0,6340.0,6400.0,79198500
53,2019-12-13 00:00:00+00:00,BBCA.JK,5732.5166015625,6360.0,6420.0,6350.0,6395.0,70822500
54,2019-12-16 00:00:00+00:00,BBCA.JK,5732.5166015625,6360.0,6395.0,6340.0,6340.0,78684000
55,2019-12-17 00:00:00+00:00,BBCA.JK,5858.703125,6500.0,6500.0,6365.0,6395.0,102914500
56,2019-12-18 00:00:00+00:00,BBCA.JK,6088.54541015625,6755.0,6800.0,6440.0,6500.0,181804000
57,2019-12-19 00:00:00+00:00,BBCA.JK,5948.837890625,6600.0,6720.0,6590.0,6700.0,74171000
58,2019-12-20 00:00:00+00:00,BBCA.JK,6002.91796875,6660.0,6740.0,6610.0,6680.0,99453000
59,2019-12-23 00:00:00+00:00,BBCA.JK,6002.91796875,6660.0,6730.0,6650.0,6680.0,46558500
60,2019-12-26 00:00:00+00:00,BBCA.JK,6020.94384765625,6680.0,6725.0,6660.0,6660.0,38188500
61,2019-12-27 00:00:00+00:00,BBCA.JK,6034.46533203125,6695.0,6700.0,6670.0,6670.0,29945000
62,2019-12-30 00:00:00+00:00,BBCA.JK,6025.451171875,6685.0,6720.0,6670.0,6680.0,61168000
63,2020-01-02 00:00:00+00:00,BBCA.JK,6029.95849609375,6690.0,6780.0,6680.0,6695.0,49445000
64,2020-01-03 00:00:00+00:00,BBCA.JK,6129.10498046875,6800.0,6800.0,6725.0,6750.0,47755500
65,2020-01-06 00:00:00+00:00,BBCA.JK,6070.51806640625,6735.0,6750.0,6690.0,6720.0,27300000
66,2020-01-07 00:00:00+00:00,BBCA.JK,6075.0244140625,6740.0,6770.0,6730.0,6735.0,45022500
67,2020-01-08 00:00:00+00:00,BBCA.JK,6020.94384765625,6680.0,6745.0,6670.0,6670.0,53692500
