,Date,Ticker,Adj Close,Close,High,Low,Open,Volume
0,2019-10-01 00:00:00+00:00,BMRI.JK,2743.726806640625,3450.0,3525.0,3450.0,3450.0,31243400
1,2019-10-02 00:00:00+00:00,BMRI.JK,2594.61083984375,3262.5,3475.0,3250.0,3437.5,129586200
2,2019-10-03 00:00:00+00:00,BMRI.JK,2544.90576171875,3200.0,3262.5,3137.5,3262.5,146789000
3,2019-10-04 00:00:00+00:00,BMRI.JK,2544.90576171875,3200.0,3262.5,3162.5,3225.0,69121800
4,2019-10-07 00:00:00+00:00,BMRI.JK,2525.02392578125,3175.0,3237.5,3162.5,3237.5,36656400
5,2019-10-08 00:00:00+00:00,BMRI.JK,2584.670166015625,3250.0,3250.0,3175.0,3175.0,104992000
6,2019-10-09 00:00:00+00:00,BMRI.JK,2554.8466796875,3212.5,3237.5,3200.0,3225.0,55131400
7,2019-10-10 00:00:00+00:00,BMRI.JK,2594.61083984375,3262.5,3300.0,3212.5,3212.5,120255400
8,2019-10-11 00:00:00+00:00,BMRI.JK,2604.552001953125,3275.0,3325.0,3237.5,3250.0,96816400
9,2019-10-14 00:00:00+00:00,BMRI.JK,2624.43408203125,3300.0,3337.5,3250.0,3312.5,65272800
10,2019-10-15 00:00:00+00:00,BMRI.JK,2614.493408203125,3287.5,3300.0,3250.0,3275.0,94139600
11,2019-10-16 00:00:00+00:00,BMRI.JK,2634.37548828125,3312.5,3325.0,3275.0,3300.0,118973800
12,2019-10-17 00:00:00+00:00,BMRI.JK,2664.1982421875,3350.0,3350.0,3312.5,3312.5,150037800
13,2019-10-18 00:00:00+00:00,BMRI.JK,2694.021484375,3387.5,3437.5,3325.0,3337.5,117544400
14,2019-10-21 00:00:00+00:00,BMRI.JK,2703.962158203125,3400.0,3412.5,3350.0,3400.0,83622800
15,2019-10-22 00:00:00+00:00,BMRI.JK,2713.9033203125,3412.5,3425.0,3375.0,3425.0,62050200
16,2019-10-23 00:00:00+00:00,BMRI.JK,2813.313720703125,3537.5,3550.0,3375.0,3412.5,98440400
17,2019-10-24 00:00:00+00:00,BMRI.JK,2872.9599609375,3612.5,3625.0,3537.5,3562.5,132797200
18,2019-10-25 00:00:00+00:00,BMRI.JK,2783.490478515625,3500.0,3637.5,3487.5,3637.5,105735200
19,2019-10-28 00:00:00+00:00,BMRI.JK,2783.490478515625,3500.0,3537.5,3462.5,3500.0,46389600
20,2019-10-29 00:00:00+00:00,BMRI.JK,2823.2548828125,3550.0,3575.0,3500.0,3550.0,91735400
21,2019-10-30 00:00:00+00:00,BMRI.JK,2793.431884765625,3512.5,3537.5,3487.5,3537.5,47667200
